"Model","Scenario","Region","Variable","Unit","2020","2021","2022","2023","2024","2025","2030","2035","2040","2045","2050"
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_200f","Japan","Primary Energy|Biomass","EJ/yr",0.6859,"","","","",1.016,1.2569,1.43,1.7322,2.079,2.3291
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_200f","Japan","Secondary Energy","EJ/yr",12.9079,"","","","",11.9959,11.1569,10.3151,9.2996,8.8705,8.4593
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_200f","Japan","Primary Energy|Biomass|Electricity","EJ/yr",0.5901,"","","","",0.7332,0.7419,0.7739,0.799,0.787,0.735
"REMIND-MAgPIE 2.1-4.2","EN_NPi2020_200f","Japan","Emissions|Kyoto Gases","Mt CO2-equiv/yr",1282.5777,"","","","",965.369,679.9573,440.8,269.5944,168.0863,82.1605
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Emissions|CO2","Mt CO2/yr",42883.9907,"","","","",33388.2696,22328.709,15325.8239,9060.9059,2837.5806,-1935.3573
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Emissions|CH4","Mt CH4/yr",383.4408,"","","","",309.2649,257.5374,231.8673,218.3945,207.0348,196.9944
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Secondary Energy|Electricity|Gas","EJ/yr",25.4163,"","","","",25.6871,20.6838,12.8229,10.765,7.7867,6.1391
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",29.0111,"","","","",51.1967,92.6693,133.0214,162.1196,184.4558,200.5374
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Primary Energy|Gas","EJ/yr",133.4281,"","","","",119.452,100.3031,78.7246,68.9389,59.8424,51.5303
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Secondary Energy|Electricity|Biomass","EJ/yr",2.1394,"","","","",2.6934,3.5464,5.0639,7.6843,10.9994,14.0719
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Secondary Energy|Electricity","EJ/yr",105.4952,"","","","",113.3131,131.2268,162.3194,193.1547,216.8614,235.0816
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Secondary Energy|Electricity|Coal","EJ/yr",38.7269,"","","","",24.3357,4.709,0.4088,0.0208,0.0154,0.0103
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Primary Energy|Oil","EJ/yr",196.4366,"","","","",206.598,204.0293,183.7728,141.973,96.5299,65.5336
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Primary Energy","EJ/yr",600.611,"","","","",554.1176,512.4392,520.9447,534.5019,551.3642,572.2736
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Primary Energy|Coal","EJ/yr",174.8232,"","","","",103.4449,24.4416,7.3662,3.4588,3.434,3.6429
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Primary Energy|Non-Biomass Renewables","EJ/yr",29.3356,"","","","",52.3014,98.3135,144.3052,177.3456,202.688,221.4615
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Primary Energy|Biomass","EJ/yr",58.6165,"","","","",64.7665,77.985,99.4177,135.3359,181.7042,223.411
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Secondary Energy","EJ/yr",465.5047,"","","","",448.2286,445.6017,460.6685,459.5574,456.1543,457.9442
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Primary Energy|Biomass|Electricity","EJ/yr",12.463,"","","","",18.189,23.855,28.5103,34.4994,41.1854,46.7772
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",58482.5458,"","","","",45849.8752,33028.8681,25219.4506,18616.7589,12189.2485,7212.4873
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Emissions|CO2","Mt CO2/yr",1113.5533,"","","","",770.4469,434.4253,238.0995,75.1586,-14.0723,-54.5035
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Emissions|CH4","Mt CH4/yr",1.2948,"","","","",0.9747,0.8771,0.8447,0.7927,0.7403,0.693
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Secondary Energy|Electricity|Gas","EJ/yr",1.3286,"","","","",0.9732,0.5878,0.1371,0.0011,0.0005,0.0002
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.8149,"","","","",1.157,1.7174,2.2948,2.6558,2.8294,2.8887
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Primary Energy|Gas","EJ/yr",4.0342,"","","","",3.3313,2.5591,1.4534,0.7375,0.7474,0.7978
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Secondary Energy|Electricity|Biomass","EJ/yr",0.2131,"","","","",0.2659,0.277,0.3212,0.3766,0.3989,0.3876
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Secondary Energy|Electricity","EJ/yr",3.8771,"","","","",3.5104,3.3747,3.5916,3.9849,4.1236,4.0787
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Secondary Energy|Electricity|Coal","EJ/yr",0.9611,"","","","",0.4672,0.0816,0.0013,0.0011,0.0009,0.0007
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Primary Energy|Oil","EJ/yr",6.5737,"","","","",5.449,4.5213,3.7747,2.7812,2.0749,1.6283
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Primary Energy","EJ/yr",16.9694,"","","","",13.6118,11.1429,10.3093,9.9122,10.0084,9.8793
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Primary Energy|Coal","EJ/yr",4.5755,"","","","",2.2115,0.3548,0.1085,0.0916,0.087,0.0795
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Primary Energy|Non-Biomass Renewables","EJ/yr",0.8269,"","","","",1.1878,1.7954,2.4237,2.8106,2.9974,3.0685
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Primary Energy|Biomass","EJ/yr",0.713,"","","","",1.0073,1.3171,1.8567,2.7169,3.3853,3.6779
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Secondary Energy","EJ/yr",12.5002,"","","","",10.6243,9.4197,8.9381,8.2774,8.0459,7.7845
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Primary Energy|Biomass|Electricity","EJ/yr",0.5533,"","","","",0.6963,0.7435,0.8726,1.023,1.0727,1.0317
"REMIND-MAgPIE 2.1-4.3","DeepElec_SSP2_def_Budg900","Japan","Emissions|Kyoto Gases","Mt CO2-equiv/yr",1264.7064,"","","","",861.5762,499.5544,295.5875,125.111,33.4609,-9.7385
"GCAM 5.3","R_MAC_50_n8","World","Emissions|CO2","Mt CO2/yr",39923.6633568523,"","","","",30845.8546113588,23076.6722663725,15306.1519096099,7538.35862483249,-230.838984967918,-8000.00736575837
"GCAM 5.3","R_MAC_50_n8","World","Emissions|CH4","Mt CH4/yr",338.62602228113,"","","","",291.785242574098,288.322190756968,277.352561658596,274.736869412153,268.856849844469,255.064206408967
"GCAM 5.3","R_MAC_50_n8","World","Secondary Energy|Electricity|Gas","EJ/yr",21.5015780634,"","","","",24.5513590316,31.3258777375,37.5815175434,44.01253751183,51.796520202563,56.019901033496
"GCAM 5.3","R_MAC_50_n8","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",20.7492995829052,"","","","",28.087613956084,40.5421491504927,54.3129622406367,71.384606698599,91.0050650112,119.347809231873
"GCAM 5.3","R_MAC_50_n8","World","Primary Energy|Gas","EJ/yr",140.972460244238,"","","","",138.172256613379,151.580337012955,160.733169051501,164.42609360487,161.057645044885,149.050820110091
"GCAM 5.3","R_MAC_50_n8","World","Secondary Energy|Electricity|Biomass","EJ/yr",1.2291633072,"","","","",2.7799730188,6.38015086908,10.95057308105,16.173409036884,21.3239409907168,25.498492230102
"GCAM 5.3","R_MAC_50_n8","World","Secondary Energy|Electricity","EJ/yr",97.9664432773052,"","","","",115.282675893984,145.704874533873,178.786858372411,223.191825414533,275.094895232343,321.294689378668
"GCAM 5.3","R_MAC_50_n8","World","Secondary Energy|Electricity|Coal","EJ/yr",40.56868316,"","","","",37.809006964,32.1038086325,27.102508230494,27.8135202446003,29.7578850791804,20.1882773964859
"GCAM 5.3","R_MAC_50_n8","World","Primary Energy|Oil","EJ/yr",193.456179408905,"","","","",199.57991475307,204.336075111384,202.764897163559,188.638209269236,162.899063953828,124.222103809639
"GCAM 5.3","R_MAC_50_n8","World","Primary Energy","EJ/yr",612.480466046802,"","","","",619.845180608257,655.018308802485,690.799013133944,731.816257480668,770.069687088076,783.009523476582
"GCAM 5.3","R_MAC_50_n8","World","Primary Energy|Coal","EJ/yr",187.302270545493,"","","","",142.555282469333,114.739586967165,90.110921849896,80.3491096608281,77.0018984413438,49.7611178882841
"GCAM 5.3","R_MAC_50_n8","World","Primary Energy|Non-Biomass Renewables","EJ/yr",21.3182068562187,"","","","",28.8338098842369,41.2476047204802,55.0426417420623,72.3024012704747,92.5982944658085,122.503648722047
"GCAM 5.3","R_MAC_50_n8","World","Primary Energy|Biomass","EJ/yr",58.495103773282,"","","","",92.4834573313747,113.606468946834,140.985186236557,172.478869576789,207.587163089088,248.987413993269
"GCAM 5.3","R_MAC_50_n8","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",52984.1132835056,"","","","",42587.9702967853,34934.3385176165,26790.3934134244,18988.6831300171,10902.5200871674,2628.51174240394
"GCAM 5.3","R_MAC_50_n8","Japan","Emissions|CO2","Mt CO2/yr",1240.85771708633,"","","","",1082.94097057639,870.163328258114,593.912671377865,360.541622191176,183.136791622669,73.991690232214
"GCAM 5.3","R_MAC_50_n8","Japan","Emissions|CH4","Mt CH4/yr",1.5311106326494,"","","","",1.19515298340831,1.06879982859279,0.89856027533979,0.871276216374646,0.86427231382525,1.01003218184326
"GCAM 5.3","R_MAC_50_n8","Japan","Secondary Energy|Electricity|Gas","EJ/yr",1.638166,"","","","",1.5626848,1.707702,1.775559,1.6524967,1.59922122,1.6525721143
"GCAM 5.3","R_MAC_50_n8","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.5279185764,"","","","",0.5861422929,0.8234116099,1.0755263629,1.3258218089,1.4512030449,1.6496935543
"GCAM 5.3","R_MAC_50_n8","Japan","Primary Energy|Gas","EJ/yr",4.69601841575657,"","","","",4.4423550852048,4.45538243732251,4.25035643272143,3.70877205406897,3.32628135743148,3.23631544376291
"GCAM 5.3","R_MAC_50_n8","Japan","Secondary Energy|Electricity|Biomass","EJ/yr",0.126365,"","","","",0.13399281,0.1861778,0.24650645,0.274009795,0.31381609726,0.2920641717518
"GCAM 5.3","R_MAC_50_n8","Japan","Secondary Energy|Electricity","EJ/yr",4.0816395764,"","","","",4.0152061429,4.6122084499,5.1511962629,5.7383431269,6.37985701674,6.8287736678388
"GCAM 5.3","R_MAC_50_n8","Japan","Secondary Energy|Electricity|Coal","EJ/yr",1.51963,"","","","",1.40152399,1.05609691,0.55283078,0.413024933,0.44150228658,0.296816542877
"GCAM 5.3","R_MAC_50_n8","Japan","Primary Energy|Oil","EJ/yr",7.36044909694829,"","","","",7.29543205390265,7.00888593900533,6.5927528021511,5.82645889492403,4.6909389895212,3.69409998983325
"GCAM 5.3","R_MAC_50_n8","Japan","Primary Energy","EJ/yr",18.763498525173,"","","","",17.4249924490379,16.8439731018222,15.8267287830773,15.1751421567657,14.9295467873459,14.2840455567223
"GCAM 5.3","R_MAC_50_n8","Japan","Primary Energy|Coal","EJ/yr",5.55814560044924,"","","","",4.25013777152475,3.13818102027882,1.70103171638049,1.15783705899571,1.09548191897473,0.696855269025585
"GCAM 5.3","R_MAC_50_n8","Japan","Primary Energy|Non-Biomass Renewables","EJ/yr",0.527878276222768,"","","","",0.58670823609625,0.824385365597532,1.07704506754274,1.32863472246018,1.456976453664,1.66187686081745
"GCAM 5.3","R_MAC_50_n8","Japan","Primary Energy|Biomass","EJ/yr",0.589536790200411,"","","","",0.753266968753353,0.858163759234148,0.983320797543878,1.35993261373824,2.03130214956618,2.23106082885278
"GCAM 5.3","R_MAC_50_n8","Japan","Emissions|Kyoto Gases","Mt CO2-equiv/yr",1324.80210109766,"","","","",1151.5465251467,933.69272765623,647.987079615215,413.054684313399,232.573880836869,128.09434069647
"GCAM 5.3","R_MAC_30_n0","World","Emissions|CO2","Mt CO2/yr",39923.6675574815,"","","","",19307.4696097284,-0.367922220799485,-0.367093393724947,-0.364447252375323,-0.365703496632381,-0.361695708157777
"GCAM 5.3","R_MAC_30_n0","World","Emissions|CH4","Mt CH4/yr",338.62602228113,"","","","",263.468922936672,244.985775857278,257.736833101364,263.740571130292,270.705117999425,277.36316386941
"GCAM 5.3","R_MAC_30_n0","World","Secondary Energy|Electricity|Gas","EJ/yr",21.5015780634,"","","","",29.1654014403,37.463659858035,42.08770165794,48.07595920077,54.289984965878,59.868853402126
"GCAM 5.3","R_MAC_30_n0","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",20.7492995829052,"","","","",38.0099104369847,62.2587691229427,67.2286237088068,79.1783517270661,90.4398729833391,103.100409713676
"GCAM 5.3","R_MAC_30_n0","World","Primary Energy|Gas","EJ/yr",140.958424040435,"","","","",131.327567200317,117.022818992498,146.025805638675,161.17073895089,176.099436968765,189.008865733385
"GCAM 5.3","R_MAC_30_n0","World","Secondary Energy|Electricity|Biomass","EJ/yr",1.2291633072,"","","","",8.86208909605,19.685673135921,20.8806716601397,22.5974498254398,21.9914304696481,20.6210073597641
"GCAM 5.3","R_MAC_30_n0","World","Secondary Energy|Electricity","EJ/yr",97.9664432773052,"","","","",136.783894310355,209.37835396851,216.47769610359,245.383298172075,271.796882590548,296.861003472029
"GCAM 5.3","R_MAC_30_n0","World","Secondary Energy|Electricity|Coal","EJ/yr",40.56868316,"","","","",24.3905780175,21.2081266429709,22.2311692647687,24.1036178064625,25.5949815232242,26.5264895957173
"GCAM 5.3","R_MAC_30_n0","World","Primary Energy|Oil","EJ/yr",193.447397750994,"","","","",193.251220507897,148.264818190909,161.776842723073,159.971768399038,156.550417587794,153.30401041464
"GCAM 5.3","R_MAC_30_n0","World","Primary Energy","EJ/yr",612.413557614224,"","","","",598.142150049131,673.117371106864,702.826638738941,740.629098590923,776.714161221841,807.686810836606
"GCAM 5.3","R_MAC_30_n0","World","Primary Energy|Coal","EJ/yr",187.287994919059,"","","","",88.4360538016033,60.4566252452049,66.7328960070351,69.6144174506041,71.8859963983706,72.8109059493798
"GCAM 5.3","R_MAC_30_n0","World","Primary Energy|Non-Biomass Renewables","EJ/yr",21.318040800876,"","","","",38.5590896741825,63.6180104035325,68.0523526429108,80.2340204194491,91.845517554785,104.944626386973
"GCAM 5.3","R_MAC_30_n0","World","Primary Energy|Biomass","EJ/yr",58.4654370029864,"","","","",116.616978334137,228.35904438791,204.619536603811,207.537198741442,210.905687133815,211.788573793233
"GCAM 5.3","R_MAC_30_n0","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",52984.1132835056,"","","","",30091.1492232412,10634.6066578259,10970.1126244688,11139.2241822959,11204.0890984489,11312.8709836581
"GCAM 5.3","R_MAC_30_n0","Japan","Emissions|CO2","Mt CO2/yr",1240.85771708633,"","","","",791.091893331237,318.739395981977,283.281981944312,251.076187215297,219.490608387157,205.877705151705
"GCAM 5.3","R_MAC_30_n0","Japan","Emissions|CH4","Mt CH4/yr",1.5311106326494,"","","","",0.907757590653259,0.826806975444409,0.802226330643166,0.823552481583651,0.847230360614393,0.900243107153651
"GCAM 5.3","R_MAC_30_n0","Japan","Secondary Energy|Electricity|Gas","EJ/yr",1.638166,"","","","",1.850829,1.72651098,1.8613125,1.82515725,1.84696028,1.85733305
"GCAM 5.3","R_MAC_30_n0","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.5279185764,"","","","",0.8441173466,1.4505342466,1.45636661947,1.51925086847,1.45555252977,1.46880355177
"GCAM 5.3","R_MAC_30_n0","Japan","Primary Energy|Gas","EJ/yr",4.69474263897227,"","","","",4.58243385101207,3.578186645783,4.02777913839937,3.94217836222822,3.99166979199103,4.03788872367116
"GCAM 5.3","R_MAC_30_n0","Japan","Secondary Energy|Electricity|Biomass","EJ/yr",0.126365,"","","","",0.245356582,0.40335893815,0.40724748659,0.4152233732,0.3809157869,0.30489134805
"GCAM 5.3","R_MAC_30_n0","Japan","Secondary Energy|Electricity","EJ/yr",4.0816395764,"","","","",4.5734135086,6.25144074772,6.01578329936,6.17497014017,6.25023194307,6.29400978041
"GCAM 5.3","R_MAC_30_n0","Japan","Secondary Energy|Electricity|Coal","EJ/yr",1.51963,"","","","",0.84327462,0.35502863197,0.3665351273,0.3741842185,0.3796929124,0.37064079059
"GCAM 5.3","R_MAC_30_n0","Japan","Primary Energy|Oil","EJ/yr",7.36044909694829,"","","","",7.22008355340793,6.36771500971896,5.69450385755954,5.3152411435257,4.98073860462093,4.69429535903363
"GCAM 5.3","R_MAC_30_n0","Japan","Primary Energy","EJ/yr",18.7610260520645,"","","","",16.7056772458827,15.6402036209436,15.5182548880997,15.2360957837989,15.1342444727652,14.896801971091
"GCAM 5.3","R_MAC_30_n0","Japan","Primary Energy|Coal","EJ/yr",5.55814560044924,"","","","",2.55393330305114,0.970908822939143,1.05964194018518,1.04846077721561,1.04277321420313,1.00364229170849
"GCAM 5.3","R_MAC_30_n0","Japan","Primary Energy|Non-Biomass Renewables","EJ/yr",0.527878276222768,"","","","",0.844461143888434,1.4525179746733,1.4594925105911,1.5245380745679,1.46299933922145,1.47836258280669
"GCAM 5.3","R_MAC_30_n0","Japan","Primary Energy|Biomass","EJ/yr",0.588340093876159,"","","","",1.07219973357116,1.53610925790754,1.53477008185676,1.52816179936515,1.62876940057877,1.54784880321405
"GCAM 5.3","R_MAC_30_n0","Japan","Emissions|Kyoto Gases","Mt CO2-equiv/yr",1324.80210109766,"","","","",848.88724124145,373.035898704417,334.019001965597,301.975504572558,268.342436809181,256.029336101732
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Emissions|CO2","Mt CO2/yr",41454.6468671156,37112.2960701339,33773.0398048194,31367.6439683188,29246.712048395,28035.6837968508,17487.2809710188,11866.4882998052,7653.33720885478,4401.28318618914,1880.21000035523
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Emissions|CH4","Mt CH4/yr",342.564250302767,309.813410230408,293.776828521415,282.276177528305,271.991802544582,265.875519717194,222.047096069832,199.133325238299,179.298889533181,162.54887554987,146.816844862807
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Secondary Energy|Electricity|Gas","EJ/yr",22.8785311787207,26.0193007373242,27.9183137808688,27.9524378641155,27.9865474212319,28.1993416500474,19.2558627096815,10.8351881442538,11.8451569558145,15.8267307884273,19.5557431189945
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",22.32555860813736,27.44835308917404,31.4630187138868,35.54470286791136,39.81282272609174,43.58013589857157,82.31292100608621,117.9912295129758,143.5259334924441,166.8681687034476,185.2070774492663
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Primary Energy|Gas","EJ/yr",124.038502598709,127.140918089278,128.952162499393,128.186660176335,127.967364079102,128.266402875733,103.562057194055,86.5438916108048,82.8549945358344,87.880648171058,98.2056443106296
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Secondary Energy|Electricity|Biomass","EJ/yr",1.02892298688345,1.07613222099279,1.03182216974808,1.08866522646127,1.07023751020429,0.395013286270555,0.443383372919432,0.739035410196879,1.23652868353812,1.83354275443054,1.96337207183864
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Secondary Energy|Electricity","EJ/yr",91.8064336156847,90.9933627628211,91.3477085221243,92.7062661214293,94.6899704466007,97.4054954900534,121.365480468352,152.272875750542,185.054664323937,220.14467581468,250.588032428921
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Secondary Energy|Electricity|Coal","EJ/yr",34.4284813735246,24.6625753818113,18.4062399275245,15.283264988483,12.7440466676557,11.6381979278642,2.18818376736977,0.83574559195452,0.38837825775667,0.11849937719502,0.118774768761389
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Primary Energy|Oil","EJ/yr",180.841344587028,175.119812091818,168.307813321153,161.3765962049,154.938176982299,150.103930791404,119.626605106176,90.953703631956,69.0119063848163,48.0965400086771,31.559309926194
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Primary Energy","EJ/yr",549.486225806016,522.649666011351,504.008119728222,494.141264558669,486.524920196549,468.025837438275,429.247122624696,421.594574625442,427.73741681508,448.224274107823,476.215515475187
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Primary Energy|Coal","EJ/yr",144.450476967545,108.579504900828,84.7143144791411,72.1573157340869,61.7321819877571,56.0587652736535,22.2712141024596,13.8830849504503,9.05247239196948,6.77574430266027,6.06781826685521
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Primary Energy|Non-Biomass Renewables","EJ/yr",30.20032230221044,36.86524597408054,42.52048000519125,48.03141867534195,53.73997284611653,58.90702163319625,103.9002660676169,144.723472765743,174.031689599582,201.0224064185279,222.4635085247169
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Primary Energy|Biomass","EJ/yr",60.4025694,64.78858488,68.6801166246297,72.9611957232385,76.1178827838907,62.0159978687195,63.4328577144301,64.5421481721141,66.355250866666,71.6717849499186,77.3950407462905
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Secondary Energy","EJ/yr",88.6300848358516,85.6865674887773,83.1079233813304,81.5164284882224,79.0537022475932,75.282000733774,64.9912783376792,55.9446364073877,47.0634319923844,40.6482542157855,35.3140633039184
"MESSAGEix-GLOBIOM_1.2","COV_GreenPush_550","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",54281.5498852158,48927.0693286845,45165.5181269329,42462.5384477992,40077.6009372075,38166.2661263798,26391.640540304,20103.6297591065,15309.5774991864,11566.2219855991,8591.65279566486
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Emissions|CO2","Mt CO2/yr",39860.8605,"","","","",28935.99,19112.1668,12160.9422,7279.0528,3902.5822,1372.9554
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Emissions|CH4","Mt CH4/yr",361.746,"","","","",298.9898,252.2745,227.1236,214.0086,205.0392,196.408
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Secondary Energy|Electricity|Gas","EJ/yr",24.4087,"","","","",24.8399,21.6345,14.0733,11.2171,8.5409,7.1416
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",28.3557,"","","","",47.185,84.3342,121.8639,149.4689,171.3378,187.7649
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Primary Energy|Gas","EJ/yr",124.65,"","","","",106.342,91.7782,68.6972,55.6468,45.8098,39.1826
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Secondary Energy|Electricity|Biomass","EJ/yr",2.0586,"","","","",2.5162,2.9125,3.1893,3.6162,4.1705,4.7919
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Secondary Energy|Electricity","EJ/yr",102.9724,"","","","",108.6869,124.7739,150.4128,176.1136,196.6022,212.7836
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Secondary Energy|Electricity|Coal","EJ/yr",37.8705,"","","","",24.6857,6.4159,0.7519,0.0202,0.0148,0.0098
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Primary Energy|Oil","EJ/yr",178.0371,"","","","",176.2026,168.5096,144.5209,105.1621,74.2776,51.7736
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Primary Energy","EJ/yr",559.8358,"","","","",498.5763,454.8044,433.5146,413.5889,405.5504,405.5276
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Primary Energy|Coal","EJ/yr",160.7689,"","","","",96.1109,27.8451,6.8591,2.5176,2.3577,2.5411
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Primary Energy|Non-Biomass Renewables","EJ/yr",28.6877,"","","","",48.1305,89.1866,131.9609,163.5201,188.4004,207.3609
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Primary Energy|Biomass","EJ/yr",59.6514,"","","","",64.1289,69.9384,73.8302,78.8771,87.0251,97.3767
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Secondary Energy","EJ/yr",429.9596,"","","","",396.7415,390.8318,387.9608,371.8318,362.9156,360.1785
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Primary Energy|Biomass|Electricity","EJ/yr",5.9661,"","","","",6.9378,7.8098,8.4703,9.3972,10.4922,11.6928
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","World","Emissions|Kyoto Gases","Mt CO2-equiv/yr",54648.8181,"","","","",40959.0645,29460.6001,21683.3662,16421.2173,12870.6331,10133.5474
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","Japan","Emissions|CO2","Mt CO2/yr",1125.8864,"","","","",787.7111,439.8613,219.1965,88.3355,27.6738,-4.2455
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","Japan","Emissions|CH4","Mt CH4/yr",1.2084,"","","","",0.9706,0.8551,0.7972,0.7776,0.7353,0.6861
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","Japan","Secondary Energy|Electricity|Gas","EJ/yr",1.2412,"","","","",0.9383,0.6367,0.241,0.1296,0.1293,0.1211
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","Japan","Secondary Energy|Electricity|Non-Biomass Renewables","EJ/yr",0.8148,"","","","",1.1009,1.6831,2.397,2.8571,3.1172,3.2506
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","Japan","Primary Energy|Gas","EJ/yr",3.9233,"","","","",3.1052,2.3946,1.4028,0.8383,0.8115,0.7714
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","Japan","Secondary Energy|Electricity|Biomass","EJ/yr",0.2159,"","","","",0.2826,0.302,0.319,0.3358,0.3343,0.3111
"REMIND-MAgPIE 2.1-4.2","NGFS2_Divergent Net Zero Policies","Japan","Secondary Energy|Electricity","EJ/yr",3.7973,"","","","",3.4337,3.3848,3.6734,4.1283,4.3411,4.3668
